OTU_ID	Bre_1_S21_WoL_subset	Bre_2_S22_WoL_subset	Bur_1_S31_WoL_subset	Bur_2_S32_WoL_subset	Bur_Fru_1_S9_WoL_subset	Bur_Fru_2_S10_WoL_subset	Bur_Rib_1_S11_WoL_subset	Bur_Rib_2_S12_WoL_subset	Bur_Tre_1_S5_WoL_subset	Bur_Tre_2_S6_WoL_subset	Chi_1_S27_WoL_subset	Chi_2_S28_WoL_subset	Chi_Glu_1_S17_WoL_subset	Chi_Glu_2_S18_WoL_subset	Chi_Thio_1_S33_WoL_subset	Chi_Thio_2_S34_WoL_subset	Fru_1_S47_WoL_subset	Fru_2_S48_WoL_subset	Fru_SynCom_1_S59_WoL_subset	Fru_SynCom_2_S60_WoL_subset	Glu_1_S45_WoL_subset	Glu_2_S46_WoL_subset	Glu_SynCom_1_S55_WoL_subset	Glu_SynCom_2_S56_WoL_subset	Lys_1_S23_WoL_subset	Lys_2_S24_WoL_subset	Mal_1_S37_WoL_subset	Mal_2_S38_WoL_subset	Mal_SynCom_1_S53_WoL_subset	Mal_SynCom_2_S54_WoL_subset	Pae_1_S29_WoL_subset	Pae_2_S30_WoL_subset	Pae_Put_1_S1_WoL_subset	Pae_Put_2_S2_WoL_subset	Pae_Rib_1_S13_WoL_subset	Pae_Rib_2_S14_WoL_subset	Pae_Tre_1_S7_WoL_subset	Pae_Tre_2_S8_WoL_subset	Put_SynCom_1_S57_WoL_subset	Put_SynCom_2_S58_WoL_subset	Putr_1_S41_WoL_subset	Putr_2_S42_WoL_subset	Rhi_1_S25_WoL_subset	Rhi_2_S26_WoL_subset	Rhi_Glu_1_S15_WoL_subset	Rhi_Glu_2_S16_WoL_subset	Rho_1_S19_WoL_subset	Rho_2_S20_WoL_subset	Rho_Put_1_S3_WoL_subset	Rho_Put_2_S4_WoL_subset	Rib_1_S35_WoL_subset	Rib_2_S36_WoL_subset	Rib_Neg_S83_WoL_subset	Rib_SynCom_1_S61_WoL_subset	Rib_SynCom_2_S62_WoL_subset	ST_1_S39_WoL_subset	ST_2_S40_WoL_subset	ST_SynCom_1_S51_WoL_subset	ST_SynCom_2_S52_WoL_subset	Soil_1_S65_WoL_subset	Soil_2_S66_WoL_subset	Soil_3_S67_WoL_subset	Soil_Exudate_1_S68_WoL_subset	Soil_Exudate_2_S69_WoL_subset	Soil_Exudate_3_S70_WoL_subset	Soil_LB_1_S74_WoL_subset	Soil_LB_2_S75_WoL_subset	Soil_LB_3_S76_WoL_subset	Soil_SynCom_1_S49_WoL_subset	Soil_SynCom_2_S50_WoL_subset	Soil_SynCom_Exudate_1_S71_WoL_subset	Soil_SynCom_Exudate_2_S72_WoL_subset	Soil_SynCom_Exudate_3_S73_WoL_subset	Soil_SynCom_LB_1_S77_WoL_subset	Soil_SynCom_LB_2_S78_WoL_subset	Soil_SynCom_LB_3_S79_WoL_subset	Soil_Water_1_S80_WoL_subset	Soil_Water_2_S81_WoL_subset	Soil_Water_3_S82_WoL_subset	Tre_1_S43_WoL_subset	Tre_2_S44_WoL_subset	Tre_Neg_S84_WoL_subset	Tre_SynCom_1_S63_WoL_subset	Tre_SynCom_2_S64_WoL_subset
G000620185	13385.0	9674.0	10389.0	6833.0	9508.0	7970.0	7594.0	4930.0	10653.0	7032.0	6426.0	5828.0	14716.0	11955.0	12951.0	11401.0	13323.0	20584.0	13103.0	20981.0	14574.0	11742.0	9514.0	2246.0	6040.0	6787.0	6370.0	12228.0	12665.0	20734.0	7321.0	6115.0	9114.0	8489.0	7192.0	9857.0	10938.0	8164.0	10036.0	8860.0	12096.0	7222.0	8091.0	7127.0	12848.0	8546.0	7618.0	7861.0	6843.0	4358.0	8430.0	6030.0	101.0	9196.0	16441.0	16681.0	10960.0	23339.0	26883.0	10088.0	3162.0	10161.0	14443.0	11663.0	14622.0	1427.0	5922.0	2359.0	4391.0	4913.0	11849.0	10436.0	12302.0	1811.0	4387.0	6454.0	4686.0	16455.0	16988.0	11622.0	16107.0	61.0	10563.0	10487.0
G000620485	2890.0	2180.0	2285.0	1993.0	919.0	1024.0	715.0	526.0	782.0	596.0	1739.0	1331.0	2125.0	1707.0	1354.0	1313.0	1550.0	1421.0	2105.0	2789.0	1855.0	1829.0	4612.0	667.0	2608.0	2567.0	173.0	463.0	871.0	1098.0	2300.0	1794.0	4546.0	2932.0	706.0	794.0	803.0	741.0	13495.0	14651.0	28835.0	17314.0	2216.0	2167.0	2075.0	1428.0	2459.0	2460.0	2991.0	4125.0	859.0	464.0	1710.0	935.0	1820.0	1611.0	1235.0	3925.0	3160.0	3415.0	943.0	4748.0	1843.0	1619.0	2111.0	536.0	2513.0	1420.0	3506.0	2523.0	2601.0	1988.0	2181.0	356.0	2755.0	3779.0	597.0	1726.0	1942.0	1006.0	1098.0	85.0	1262.0	895.0
G000694955	14073.0	10118.0	11974.0	11602.0	58244.0	48974.0	171332.0	95604.0	90932.0	57380.0	20106.0	7594.0	104900.0	63457.0	16595.0	16894.0	95608.0	139128.0	161196.0	174199.0	47617.0	37249.0	52250.0	15507.0	10417.0	22595.0	15502.0	35080.0	51115.0	49717.0	13893.0	11599.0	38555.0	40012.0	148915.0	140842.0	55734.0	54479.0	72416.0	58354.0	100800.0	46099.0	13182.0	17406.0	41113.0	51810.0	4491.0	5913.0	21088.0	25261.0	295179.0	288186.0	380.0	649566.0	707529.0	35571.0	34331.0	51971.0	44472.0	28771.0	10383.0	16979.0	1017.0	970.0	1224.0	110873.0	448603.0	197276.0	27151.0	24101.0	1098.0	1381.0	750.0	103356.0	160087.0	267852.0	287.0	386.0	359.0	105667.0	130492.0	440.0	341369.0	318581.0
G000697965	22556.0	10971.0	8721.0	10847.0	872.0	845.0	1255.0	831.0	1025.0	760.0	10226.0	7806.0	17590.0	11068.0	16576.0	20775.0	894.0	1328.0	1650.0	1632.0	9656.0	11920.0	22672.0	3362.0	15239.0	13216.0	283.0	627.0	1322.0	1320.0	12749.0	7399.0	13893.0	21364.0	918.0	1135.0	861.0	868.0	6169.0	7202.0	4107.0	5102.0	11373.0	9315.0	17022.0	11435.0	8997.0	16806.0	17417.0	14926.0	663.0	540.0	2196.0	1052.0	1619.0	13158.0	17510.0	25118.0	47125.0	13571.0	2635.0	9251.0	12453.0	7352.0	8968.0	7016.0	27983.0	22566.0	10325.0	10353.0	14406.0	9487.0	10926.0	23272.0	123376.0	95728.0	807.0	3313.0	3549.0	811.0	1121.0	545.0	1108.0	985.0
G000698575	12110.0	8427.0	8714.0	7962.0	10842.0	10041.0	7628.0	5288.0	10862.0	7495.0	7556.0	6260.0	9732.0	8866.0	9779.0	9610.0	19366.0	36612.0	18881.0	17266.0	9113.0	14442.0	12628.0	2107.0	8538.0	8935.0	4033.0	8320.0	9271.0	14458.0	9569.0	8171.0	11329.0	8101.0	8374.0	11829.0	8457.0	8261.0	8611.0	16578.0	15772.0	11727.0	9923.0	10207.0	7670.0	5900.0	8924.0	9824.0	4704.0	5611.0	8120.0	9619.0	6967.0	14596.0	24648.0	8487.0	9119.0	12359.0	14593.0	11553.0	3116.0	12897.0	12886.0	13476.0	14481.0	964.0	3007.0	1304.0	6734.0	6208.0	22393.0	16183.0	16255.0	939.0	4931.0	3558.0	2122.0	6650.0	7558.0	15230.0	12726.0	80.0	18635.0	20156.0
G000717175	19575.0	11702.0	13900.0	12853.0	11594.0	10669.0	11737.0	7355.0	13375.0	9268.0	10259.0	8226.0	14356.0	12120.0	14219.0	12948.0	15974.0	22786.0	16515.0	24704.0	13059.0	11836.0	13351.0	3012.0	12074.0	14251.0	5390.0	12573.0	14834.0	19258.0	14235.0	10005.0	9838.0	9762.0	9859.0	13207.0	12992.0	9849.0	11037.0	10822.0	11930.0	8416.0	12029.0	14141.0	13674.0	9062.0	15713.0	12591.0	8052.0	7890.0	11004.0	6516.0	143.0	11634.0	19819.0	17383.0	11846.0	25718.0	31194.0	18719.0	3790.0	16712.0	17648.0	14582.0	15073.0	2629.0	5733.0	3484.0	8727.0	9806.0	14763.0	13110.0	15061.0	3045.0	5098.0	7131.0	5326.0	15769.0	16367.0	14786.0	18958.0	87.0	11388.0	9989.0
G000718475	11665.0	7665.0	8435.0	9066.0	10322.0	8814.0	10484.0	6429.0	17121.0	11398.0	7212.0	5499.0	9320.0	7655.0	7810.0	7060.0	18746.0	22321.0	19299.0	22439.0	6814.0	5507.0	8220.0	1430.0	8572.0	10581.0	9378.0	25034.0	24524.0	21796.0	10212.0	6547.0	5724.0	5495.0	9593.0	8650.0	14081.0	11264.0	5363.0	5828.0	6055.0	3778.0	8317.0	9302.0	8459.0	5952.0	7952.0	7736.0	4723.0	5066.0	7658.0	4882.0	209.0	9360.0	13530.0	7474.0	5396.0	11872.0	14292.0	10280.0	1947.0	7809.0	8878.0	7133.0	9468.0	1009.0	3172.0	1247.0	7536.0	6625.0	9366.0	7983.0	8022.0	1069.0	2599.0	4178.0	2039.0	8730.0	8537.0	21776.0	27305.0	244.0	12678.0	10928.0
G000735515	2351.0	1712.0	2131.0	2004.0	10862.0	9551.0	75479.0	40480.0	14818.0	9874.0	3304.0	1384.0	14980.0	9850.0	18309.0	5438.0	15134.0	21949.0	28058.0	29923.0	7726.0	5433.0	9811.0	2566.0	2174.0	3773.0	2375.0	5450.0	9873.0	7404.0	2869.0	2516.0	6000.0	6806.0	42551.0	49544.0	10150.0	9937.0	10466.0	7660.0	14812.0	6843.0	2503.0	3332.0	6452.0	8526.0	997.0	1195.0	4372.0	4684.0	78236.0	75836.0	103.0	135144.0	178288.0	9296.0	6955.0	40319.0	11931.0	4545.0	2182.0	2932.0	230.0	275.0	304.0	27353.0	80746.0	31095.0	4356.0	4361.0	277.0	390.0	200.0	33446.0	30544.0	102928.0	93.0	108.0	126.0	17421.0	21754.0	74.0	53218.0	49564.0
G000745425	558.0	466.0	451.0	522.0	3540.0	23456.0	248.0	168.0	11238.0	7287.0	293.0	303.0	474.0	320.0	329.0	458.0	9718.0	2163.0	4623.0	17811.0	290.0	289.0	556.0	81.0	446.0	509.0	967.0	2542.0	22545.0	8759.0	560.0	428.0	231.0	287.0	173.0	237.0	10892.0	14162.0	274.0	345.0	307.0	314.0	446.0	530.0	403.0	347.0	424.0	477.0	260.0	340.0	165.0	153.0	776.0	195.0	351.0	310.0	224.0	667.0	649.0	520.0	143.0	478.0	512.0	337.0	431.0	37.0	181.0	71.0	446.0	433.0	504.0	324.0	402.0	33.0	105.0	446.0	112.0	389.0	344.0	4934.0	326.0	117.0	7425.0	3298.0
G000745475	19787.0	7681.0	6476.0	10648.0	1516.0	1563.0	2417.0	1525.0	1958.0	1322.0	8291.0	5910.0	14000.0	8672.0	8372.0	13566.0	1834.0	2342.0	2541.0	3083.0	7651.0	8496.0	20640.0	3213.0	14423.0	10292.0	570.0	1520.0	2581.0	2444.0	13873.0	5867.0	18983.0	12493.0	1842.0	1698.0	1864.0	1542.0	12420.0	12062.0	3256.0	5981.0	10913.0	9163.0	13254.0	11123.0	5948.0	11368.0	13524.0	14242.0	1253.0	871.0	7243.0	2303.0	3112.0	8706.0	10279.0	11787.0	29538.0	11725.0	2195.0	8212.0	7448.0	6315.0	6377.0	489.0	1485.0	984.0	5686.0	7496.0	8110.0	6627.0	6360.0	1019.0	4764.0	4371.0	999.0	4207.0	4092.0	1584.0	2183.0	899.0	1879.0	1460.0
G000746135	255.0	295.0	495.0	519.0	17495.0	15040.0	5664.0	4168.0	25493.0	15793.0	377.0	455.0	1150.0	1513.0	557.0	814.0	7905.0	10626.0	13350.0	5062.0	263.0	675.0	133.0	151.0	304.0	973.0	7336.0	9728.0	15055.0	5042.0	485.0	472.0	716.0	611.0	3934.0	9263.0	15677.0	15602.0	102.0	194.0	383.0	148.0	466.0	450.0	1006.0	534.0	309.0	306.0	468.0	234.0	2186.0	3289.0	8.0	1495.0	8225.0	100.0	109.0	247.0	759.0	670.0	197.0	244.0	1170.0	693.0	1736.0	1039.0	4206.0	1582.0	373.0	280.0	1532.0	1583.0	1214.0	214.0	154.0	1932.0	165.0	144.0	303.0	14296.0	15288.0	15.0	26648.0	29552.0
G000770795	2536.0	1786.0	1966.0	1598.0	706.0	776.0	628.0	493.0	614.0	479.0	1278.0	1035.0	1978.0	1364.0	1207.0	1204.0	790.0	893.0	2168.0	2371.0	1793.0	1138.0	11175.0	1543.0	5124.0	4685.0	189.0	365.0	1515.0	2352.0	1695.0	1370.0	1295.0	1094.0	520.0	723.0	786.0	539.0	2640.0	2354.0	1255.0	929.0	1735.0	1702.0	1849.0	1345.0	2443.0	2568.0	1488.0	2168.0	479.0	349.0	1029.0	2034.0	3517.0	1591.0	1101.0	8544.0	6001.0	2279.0	582.0	3192.0	3248.0	2247.0	2876.0	471.0	2058.0	986.0	3871.0	3017.0	6803.0	5818.0	5612.0	313.0	1406.0	3096.0	2098.0	4343.0	4185.0	713.0	789.0	32.0	2212.0	1417.0
G000785495	17116.0	9351.0	7008.0	11069.0	4170.0	3986.0	3827.0	2493.0	4164.0	2937.0	5537.0	7564.0	14515.0	8662.0	8868.0	10434.0	3912.0	6183.0	4792.0	6634.0	7247.0	5138.0	10717.0	1594.0	16552.0	15293.0	1180.0	3375.0	5125.0	7103.0	19662.0	5194.0	3972.0	4132.0	2761.0	4491.0	4549.0	3631.0	3439.0	3116.0	3435.0	2246.0	6248.0	4979.0	8764.0	9479.0	18388.0	23693.0	3193.0	3698.0	2277.0	1663.0	178.0	4050.0	7458.0	6145.0	7870.0	19408.0	18900.0	15151.0	1327.0	4904.0	27755.0	14065.0	17499.0	1039.0	3374.0	1733.0	3651.0	4367.0	18025.0	7845.0	14010.0	1309.0	2244.0	3323.0	2023.0	15787.0	11948.0	3396.0	4287.0	40.0	4930.0	4727.0
G000800935	51491.0	14522.0	11655.0	21002.0	1279.0	1243.0	1917.0	1217.0	1627.0	1087.0	18797.0	10519.0	32364.0	19758.0	12268.0	22058.0	1457.0	1913.0	2299.0	2439.0	15108.0	17742.0	35431.0	6273.0	30286.0	18955.0	508.0	1233.0	2246.0	2028.0	32788.0	9323.0	42702.0	25778.0	1581.0	1582.0	1568.0	1350.0	18711.0	17620.0	2563.0	5836.0	24531.0	15038.0	34041.0	28862.0	10085.0	27789.0	21753.0	29197.0	1164.0	781.0	7452.0	2012.0	2614.0	17288.0	15809.0	15679.0	47516.0	19768.0	4010.0	11660.0	9315.0	10944.0	8480.0	448.0	1174.0	679.0	6398.0	11508.0	10413.0	8307.0	7890.0	1196.0	4315.0	4233.0	827.0	3443.0	3456.0	1378.0	1711.0	719.0	1505.0	1292.0
G000807255	694.0	321.0	909.0	1051.0	73960.0	70272.0	8915.0	2984.0	155869.0	95804.0	571.0	435.0	815.0	589.0	811.0	775.0	74045.0	82999.0	99646.0	35315.0	700.0	976.0	348.0	275.0	353.0	738.0	152951.0	197343.0	197667.0	44109.0	1578.0	1023.0	799.0	749.0	4279.0	4669.0	86757.0	111414.0	255.0	290.0	861.0	543.0	539.0	573.0	549.0	374.0	376.0	540.0	641.0	484.0	6434.0	3836.0	19.0	3226.0	7066.0	373.0	311.0	532.0	501.0	784.0	338.0	453.0	438.0	381.0	457.0	588.0	4311.0	1084.0	408.0	737.0	488.0	395.0	339.0	687.0	337.0	3052.0	80.0	94.0	92.0	125284.0	126755.0	54.0	172692.0	193161.0
G000824785	25623.0	12985.0	11371.0	14886.0	3018.0	3135.0	4189.0	2505.0	3773.0	2262.0	10896.0	8656.0	13711.0	10336.0	8789.0	9546.0	3056.0	3730.0	4112.0	4958.0	9251.0	7567.0	10925.0	1694.0	16068.0	14798.0	902.0	2030.0	3493.0	3744.0	14816.0	8920.0	12560.0	7041.0	2813.0	3496.0	3469.0	2958.0	11933.0	10493.0	7772.0	5651.0	14228.0	12557.0	10476.0	10355.0	13049.0	13749.0	6542.0	7402.0	2199.0	1531.0	9682.0	3131.0	5117.0	8318.0	7717.0	14602.0	18538.0	13321.0	3594.0	13002.0	23775.0	13260.0	17360.0	948.0	4509.0	5583.0	10597.0	10874.0	22824.0	14126.0	16121.0	1584.0	6843.0	7931.0	2990.0	12485.0	12935.0	2446.0	3314.0	1338.0	3299.0	2772.0
G000832985	2516.0	1224.0	2160.0	2331.0	35611.0	29490.0	15459.0	9964.0	36479.0	21277.0	1592.0	1287.0	1747.0	1461.0	2215.0	2418.0	14160.0	15548.0	28052.0	15764.0	1492.0	2446.0	689.0	455.0	1340.0	1956.0	5584.0	10205.0	14289.0	7080.0	2108.0	1750.0	1950.0	1854.0	8555.0	29981.0	24403.0	21684.0	606.0	554.0	1741.0	891.0	2266.0	1689.0	1335.0	1025.0	1941.0	2980.0	2278.0	1946.0	2779.0	3583.0	15.0	3494.0	30273.0	859.0	605.0	2450.0	2336.0	1935.0	805.0	1474.0	2811.0	2068.0	3910.0	3214.0	14759.0	5833.0	822.0	1864.0	3733.0	3384.0	3061.0	1635.0	700.0	6550.0	871.0	755.0	1156.0	15619.0	14877.0	61.0	39081.0	45194.0
G000833105	936.0	624.0	1452.0	1722.0	96260.0	82458.0	171797.0	188487.0	258623.0	145818.0	880.0	934.0	1115.0	1006.0	909.0	1010.0	88908.0	97095.0	166750.0	44583.0	770.0	1066.0	503.0	397.0	685.0	1650.0	137791.0	211045.0	218617.0	62726.0	2661.0	1674.0	1673.0	1151.0	467384.0	271087.0	134097.0	150225.0	343.0	450.0	1258.0	852.0	933.0	910.0	926.0	665.0	1247.0	1009.0	1526.0	880.0	229190.0	310986.0	14.0	33139.0	133600.0	506.0	395.0	699.0	613.0	1296.0	451.0	767.0	559.0	552.0	736.0	771.0	4406.0	1645.0	672.0	1199.0	924.0	703.0	474.0	626.0	369.0	3363.0	121.0	177.0	107.0	267404.0	275227.0	96.0	300330.0	306712.0
G000938285	11450.0	7245.0	8000.0	8902.0	5313.0	5103.0	7478.0	4711.0	7043.0	4584.0	6684.0	6231.0	8379.0	6504.0	6038.0	6831.0	7400.0	9081.0	9052.0	10411.0	5533.0	4021.0	10249.0	1372.0	8692.0	10207.0	3719.0	7281.0	8676.0	6810.0	9477.0	6430.0	6283.0	4211.0	6014.0	5085.0	6589.0	4996.0	5145.0	5957.0	5416.0	3679.0	8363.0	9462.0	6539.0	5319.0	8082.0	8759.0	5645.0	5139.0	5752.0	3344.0	118219.0	5490.0	7871.0	6935.0	4630.0	11283.0	14320.0	10524.0	1865.0	7951.0	13275.0	9231.0	11361.0	521.0	2622.0	944.0	7044.0	6852.0	16010.0	9488.0	11449.0	568.0	1979.0	3103.0	2356.0	10763.0	10508.0	7375.0	10444.0	278.0	4441.0	3288.0
G000938305	15266.0	9000.0	10566.0	11432.0	7369.0	6956.0	9574.0	6111.0	9200.0	5876.0	8164.0	7996.0	10833.0	8353.0	7587.0	8558.0	9557.0	11493.0	12118.0	13628.0	7393.0	5358.0	13640.0	2048.0	10025.0	12107.0	4865.0	8872.0	12268.0	9288.0	11134.0	7820.0	6499.0	5890.0	8062.0	6694.0	8730.0	6733.0	6574.0	7876.0	6826.0	4347.0	10112.0	11557.0	8204.0	6671.0	10644.0	10729.0	7418.0	6355.0	7022.0	3974.0	1122494.0	7167.0	10081.0	8371.0	5192.0	14080.0	19147.0	13036.0	2138.0	10178.0	13005.0	9654.0	14248.0	903.0	3687.0	1555.0	8963.0	9034.0	17073.0	10903.0	12870.0	935.0	2945.0	4498.0	2684.0	13031.0	13383.0	9395.0	13307.0	434.0	5657.0	4409.0
G000938975	7240.0	5287.0	5629.0	6012.0	6691.0	6295.0	6987.0	4145.0	11563.0	7863.0	4996.0	3355.0	6101.0	5253.0	5157.0	4475.0	11886.0	15368.0	11703.0	13909.0	4549.0	3771.0	4975.0	929.0	6148.0	7052.0	5594.0	15926.0	15273.0	14043.0	6741.0	4637.0	3519.0	4190.0	6513.0	6445.0	9672.0	8166.0	3599.0	3870.0	4152.0	2728.0	5552.0	6320.0	5668.0	3903.0	4582.0	5087.0	2518.0	3677.0	5478.0	3734.0	170.0	6616.0	9288.0	4507.0	4090.0	7123.0	7951.0	6522.0	1384.0	5386.0	5231.0	3699.0	5295.0	518.0	1848.0	817.0	4873.0	4402.0	5119.0	4443.0	4204.0	685.0	1235.0	2004.0	1295.0	4882.0	5076.0	14296.0	18053.0	81.0	8902.0	8493.0
G000969605	16785.0	11747.0	10799.0	8826.0	1705.0	1778.0	1450.0	963.0	1642.0	1117.0	9436.0	5589.0	14917.0	7980.0	4937.0	4637.0	1508.0	2494.0	3347.0	4167.0	16737.0	12007.0	19305.0	2525.0	11849.0	10129.0	365.0	893.0	1834.0	2658.0	11451.0	7391.0	18746.0	22902.0	1127.0	1881.0	1727.0	1384.0	9993.0	10358.0	8783.0	8431.0	11248.0	10069.0	13944.0	11043.0	10872.0	13438.0	33174.0	38354.0	1234.0	819.0	56018.0	1593.0	3448.0	5985.0	5994.0	12328.0	11710.0	16495.0	5095.0	21465.0	9373.0	7242.0	9851.0	1222.0	4275.0	2754.0	8795.0	7254.0	9965.0	6461.0	7711.0	1000.0	8390.0	6254.0	2856.0	8533.0	8328.0	1681.0	1931.0	158.0	2062.0	1700.0
G001022135	8573.0	7634.0	9791.0	6679.0	41548.0	34674.0	549000.0	297611.0	67597.0	44871.0	14746.0	8676.0	20091.0	65178.0	24154.0	14121.0	54425.0	52435.0	363205.0	340835.0	25103.0	23875.0	89762.0	12264.0	4856.0	13566.0	17395.0	27186.0	144063.0	109668.0	9525.0	13780.0	24747.0	21977.0	442795.0	389089.0	49444.0	50524.0	28939.0	22325.0	51330.0	19347.0	14828.0	16679.0	16790.0	9851.0	5655.0	3927.0	16920.0	19884.0	919213.0	925732.0	366.0	2889102.0	3014513.0	23825.0	23965.0	130292.0	38929.0	18465.0	13701.0	16917.0	2607.0	2257.0	4721.0	159397.0	631429.0	272847.0	65596.0	77573.0	1395.0	2321.0	645.0	203856.0	215884.0	466069.0	525.0	1049.0	891.0	71112.0	98519.0	568.0	645964.0	561966.0
G001038625	1290.0	585.0	932.0	1233.0	38731.0	47306.0	19754.0	11424.0	46316.0	24420.0	1296.0	799.0	2186.0	1790.0	1075.0	1184.0	55173.0	81676.0	76597.0	28884.0	1291.0	2368.0	560.0	551.0	744.0	1823.0	31297.0	61264.0	64064.0	12434.0	1557.0	1119.0	1895.0	1830.0	15270.0	15839.0	20015.0	23972.0	390.0	557.0	1598.0	758.0	1026.0	1201.0	1479.0	970.0	1046.0	1087.0	1671.0	954.0	15497.0	14186.0	7.0	7410.0	22315.0	324.0	300.0	763.0	738.0	1262.0	490.0	720.0	531.0	389.0	733.0	1125.0	8506.0	2078.0	661.0	1463.0	788.0	618.0	564.0	1409.0	590.0	6715.0	52.0	75.0	107.0	52407.0	53524.0	54.0	48508.0	58690.0
G001040945	26978.0	12355.0	20318.0	15733.0	2211.0	2216.0	3653.0	2680.0	2048.0	1471.0	43684.0	10728.0	38367.0	40531.0	6160.0	8132.0	2342.0	4185.0	1982.0	2220.0	11526.0	94213.0	9742.0	2970.0	15020.0	15338.0	647.0	1164.0	1955.0	1254.0	26404.0	15215.0	17168.0	218938.0	6815.0	5778.0	2253.0	1980.0	327315.0	536936.0	792291.0	408725.0	15634.0	26549.0	39770.0	17318.0	13138.0	23084.0	110655.0	135063.0	6133.0	4731.0	9786.0	10111.0	3592.0	8750.0	15821.0	9698.0	6988.0	25140.0	9131.0	21440.0	8276.0	19063.0	20797.0	847.0	2490.0	1907.0	13333.0	7898.0	6289.0	4476.0	3930.0	773.0	8388.0	4102.0	1055.0	2686.0	2528.0	2322.0	2518.0	62.0	1520.0	1455.0
G001044235	9319.0	5323.0	6316.0	7077.0	5960.0	5711.0	4909.0	3198.0	7244.0	4493.0	5481.0	4567.0	7855.0	5503.0	5496.0	5301.0	5572.0	8244.0	8647.0	11330.0	5115.0	3259.0	8445.0	2192.0	6050.0	7761.0	2233.0	4596.0	7235.0	7610.0	7342.0	4702.0	3743.0	3699.0	3992.0	5038.0	6814.0	5354.0	4734.0	4911.0	3392.0	2307.0	5973.0	6991.0	5584.0	4377.0	6383.0	6778.0	4052.0	4252.0	3512.0	2201.0	136.0	5000.0	8262.0	5724.0	3471.0	11097.0	14880.0	6367.0	1220.0	5221.0	9043.0	7202.0	8986.0	4229.0	3386.0	4565.0	4795.0	6150.0	9365.0	6959.0	8134.0	4684.0	2253.0	4250.0	2283.0	8424.0	8384.0	5927.0	8190.0	39.0	5534.0	4656.0
G001270375	323.0	223.0	1317.0	1254.0	224248.0	175073.0	1558313.0	298042.0	263344.0	169267.0	524.0	429.0	1055.0	500.0	1760.0	1403.0	181489.0	376940.0	414715.0	153562.0	1465.0	1634.0	1729.0	1237.0	575.0	524.0	1579321.0	2891480.0	3919160.0	589500.0	7371.0	2084.0	999.0	978.0	210287.0	281459.0	150822.0	154474.0	1585.0	1639.0	2597.0	1777.0	719.0	956.0	442.0	296.0	350.0	288.0	924.0	772.0	612971.0	374731.0	32.0	236368.0	188286.0	1898.0	1307.0	1587.0	1546.0	1421.0	569.0	515.0	455.0	517.0	507.0	606.0	2199.0	390.0	1730.0	1828.0	934.0	577.0	336.0	254.0	901.0	1612.0	182.0	152.0	66.0	577291.0	427393.0	493.0	468743.0	495116.0
G001280145	5851.0	4435.0	4137.0	4680.0	1448.0	1526.0	3359.0	1423.0	1992.0	1244.0	3534.0	2983.0	4745.0	3948.0	3055.0	3172.0	3497.0	2775.0	20562.0	3100.0	3850.0	3435.0	7650.0	1172.0	5979.0	5046.0	533.0	1751.0	2498.0	3138.0	4777.0	3166.0	3062.0	3080.0	1685.0	1999.0	1903.0	1512.0	8772.0	12255.0	3420.0	3228.0	4356.0	4686.0	3614.0	2781.0	4420.0	4099.0	2601.0	3280.0	14860.0	924.0	6842.0	2211.0	3730.0	3292.0	2649.0	6826.0	6921.0	5916.0	1353.0	5391.0	4286.0	4207.0	4720.0	3239.0	2675.0	3038.0	4186.0	4386.0	53370.0	3242.0	5334.0	2325.0	3600.0	5945.0	3097.0	4992.0	6048.0	1769.0	1958.0	16337528.0	2078.0	1779.0
G001305595	256131.0	147315.0	143459.0	122696.0	1325.0	1400.0	1729.0	1305.0	1583.0	1194.0	49831.0	58293.0	46822.0	93228.0	83504.0	85629.0	3191.0	2428.0	5477.0	3295.0	179480.0	251264.0	316924.0	22267.0	99193.0	175808.0	758.0	1272.0	2680.0	1971.0	86719.0	142508.0	98014.0	158989.0	1542.0	1767.0	1531.0	1329.0	539296.0	1008888.0	633270.0	793190.0	95840.0	70422.0	6790.0	24390.0	292629.0	39501.0	76295.0	347430.0	1541.0	973.0	3425.0	1490.0	2718.0	42662.0	39963.0	77266.0	84072.0	183818.0	38019.0	55844.0	10060.0	14989.0	14634.0	554.0	1046.0	603.0	69197.0	162612.0	16574.0	5792.0	8335.0	342.0	2159.0	4411.0	1296.0	3486.0	3621.0	1888.0	1949.0	711.0	1425.0	1222.0
G001315015	36685.0	25934.0	20638.0	36493.0	1910.0	1898.0	2300.0	1609.0	1999.0	1536.0	16665.0	12331.0	18494.0	24231.0	199008.0	65064.0	4259.0	2697.0	4425.0	3858.0	35426.0	56726.0	185149.0	14201.0	20488.0	27982.0	833.0	1417.0	2977.0	2453.0	34023.0	20592.0	1731503.0	111866.0	1887.0	2240.0	1880.0	1641.0	321542.0	230564.0	98595.0	207934.0	36811.0	19591.0	8619.0	14138.0	42156.0	12388.0	65040.0	122221.0	1976.0	1026.0	2431.0	2369.0	3382.0	246534.0	967230.0	2371461.0	114247.0	81948.0	11979.0	28874.0	19530.0	12365.0	13735.0	821.0	1147.0	770.0	46261.0	46926.0	16585.0	8828.0	9692.0	462.0	1871.0	4765.0	1712.0	4851.0	4531.0	1961.0	2421.0	441.0	1843.0	1536.0
